rank,category,strategy_name,description,total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,num_trades,composite_score,parameters
869,unknown,Single_WMA_5_M10_position,Unknown strategy on M10,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M10', 'signal_type': 'position'}"
870,unknown,Single_WMA_5_M15_position,Unknown strategy on M15,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M15', 'signal_type': 'position'}"
871,unknown,Single_WMA_5_M30_position,Unknown strategy on M30,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M30', 'signal_type': 'position'}"
872,unknown,Single_WMA_5_H1_position,Unknown strategy on H1,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'H1', 'signal_type': 'position'}"
873,unknown,Single_WMA_5_H2_position,Unknown strategy on H2,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'H2', 'signal_type': 'position'}"
874,unknown,Single_WMA_5_H4_position,Unknown strategy on H4,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'H4', 'signal_type': 'position'}"
875,unknown,Single_WMA_5_H6_position,Unknown strategy on H6,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'H6', 'signal_type': 'position'}"
876,unknown,Single_WMA_5_H8_position,Unknown strategy on H8,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'H8', 'signal_type': 'position'}"
877,unknown,Single_WMA_5_H12_position,Unknown strategy on H12,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'H12', 'signal_type': 'position'}"
878,unknown,Single_WMA_5_D_position,Unknown strategy on D,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'D', 'signal_type': 'position'}"
879,unknown,Single_WMA_5_W_position,Unknown strategy on W,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'W', 'signal_type': 'position'}"
880,unknown,Single_WMA_5_M_position,Unknown strategy on M,,,-10.013416718072532,-1.0,0.5017802644964394,1.0040402582206744,31453,-3.905010634329725,"{'ma_type': 'WMA', 'ma_period': 5, 'timeframe': 'M', 'signal_type': 'position'}"
881,unknown,MeanRev_EMA20_M1_2pct_zscore,Unknown strategy on M1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
882,unknown,MeanRev_EMA20_M1_3pct_zscore,Unknown strategy on M1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
883,unknown,MeanRev_EMA20_M1_5pct_zscore,Unknown strategy on M1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
884,unknown,MeanRev_EMA20_M1_8pct_zscore,Unknown strategy on M1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
885,unknown,MeanRev_EMA20_M1_10pct_zscore,Unknown strategy on M1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
886,unknown,MeanRev_EMA20_M2_2pct_zscore,Unknown strategy on M2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
887,unknown,MeanRev_EMA20_M2_3pct_zscore,Unknown strategy on M2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
888,unknown,MeanRev_EMA20_M2_5pct_zscore,Unknown strategy on M2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
889,unknown,MeanRev_EMA20_M2_8pct_zscore,Unknown strategy on M2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
890,unknown,MeanRev_EMA20_M2_10pct_zscore,Unknown strategy on M2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
891,unknown,MeanRev_EMA20_M3_2pct_zscore,Unknown strategy on M3,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
892,unknown,MeanRev_EMA20_M3_3pct_zscore,Unknown strategy on M3,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
893,unknown,MeanRev_EMA20_M3_5pct_zscore,Unknown strategy on M3,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
894,unknown,MeanRev_EMA20_M3_8pct_zscore,Unknown strategy on M3,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
895,unknown,MeanRev_EMA20_M3_10pct_zscore,Unknown strategy on M3,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M3', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
896,unknown,MeanRev_EMA20_M5_2pct_zscore,Unknown strategy on M5,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
897,unknown,MeanRev_EMA20_M5_3pct_zscore,Unknown strategy on M5,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
898,unknown,MeanRev_EMA20_M5_5pct_zscore,Unknown strategy on M5,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
899,unknown,MeanRev_EMA20_M5_8pct_zscore,Unknown strategy on M5,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
900,unknown,MeanRev_EMA20_M5_10pct_zscore,Unknown strategy on M5,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M5', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
901,unknown,MeanRev_EMA20_M10_2pct_zscore,Unknown strategy on M10,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
902,unknown,MeanRev_EMA20_M10_3pct_zscore,Unknown strategy on M10,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
903,unknown,MeanRev_EMA20_M10_5pct_zscore,Unknown strategy on M10,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
904,unknown,MeanRev_EMA20_M10_8pct_zscore,Unknown strategy on M10,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
905,unknown,MeanRev_EMA20_M10_10pct_zscore,Unknown strategy on M10,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M10', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
906,unknown,MeanRev_EMA20_M15_2pct_zscore,Unknown strategy on M15,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
907,unknown,MeanRev_EMA20_M15_3pct_zscore,Unknown strategy on M15,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
908,unknown,MeanRev_EMA20_M15_5pct_zscore,Unknown strategy on M15,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
909,unknown,MeanRev_EMA20_M15_8pct_zscore,Unknown strategy on M15,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
910,unknown,MeanRev_EMA20_M15_10pct_zscore,Unknown strategy on M15,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M15', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
911,unknown,MeanRev_EMA20_M30_2pct_zscore,Unknown strategy on M30,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
912,unknown,MeanRev_EMA20_M30_3pct_zscore,Unknown strategy on M30,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
913,unknown,MeanRev_EMA20_M30_5pct_zscore,Unknown strategy on M30,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
914,unknown,MeanRev_EMA20_M30_8pct_zscore,Unknown strategy on M30,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
915,unknown,MeanRev_EMA20_M30_10pct_zscore,Unknown strategy on M30,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'M30', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
916,unknown,MeanRev_EMA20_H1_2pct_zscore,Unknown strategy on H1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
917,unknown,MeanRev_EMA20_H1_3pct_zscore,Unknown strategy on H1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
918,unknown,MeanRev_EMA20_H1_5pct_zscore,Unknown strategy on H1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
919,unknown,MeanRev_EMA20_H1_8pct_zscore,Unknown strategy on H1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
920,unknown,MeanRev_EMA20_H1_10pct_zscore,Unknown strategy on H1,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
921,unknown,MeanRev_EMA20_H2_2pct_zscore,Unknown strategy on H2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
922,unknown,MeanRev_EMA20_H2_3pct_zscore,Unknown strategy on H2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
923,unknown,MeanRev_EMA20_H2_5pct_zscore,Unknown strategy on H2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
924,unknown,MeanRev_EMA20_H2_8pct_zscore,Unknown strategy on H2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
925,unknown,MeanRev_EMA20_H2_10pct_zscore,Unknown strategy on H2,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
926,unknown,MeanRev_EMA20_H4_2pct_zscore,Unknown strategy on H4,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
927,unknown,MeanRev_EMA20_H4_3pct_zscore,Unknown strategy on H4,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
928,unknown,MeanRev_EMA20_H4_5pct_zscore,Unknown strategy on H4,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
929,unknown,MeanRev_EMA20_H4_8pct_zscore,Unknown strategy on H4,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
930,unknown,MeanRev_EMA20_H4_10pct_zscore,Unknown strategy on H4,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H4', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
931,unknown,MeanRev_EMA20_H6_2pct_zscore,Unknown strategy on H6,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
932,unknown,MeanRev_EMA20_H6_3pct_zscore,Unknown strategy on H6,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
933,unknown,MeanRev_EMA20_H6_5pct_zscore,Unknown strategy on H6,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
934,unknown,MeanRev_EMA20_H6_8pct_zscore,Unknown strategy on H6,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
935,unknown,MeanRev_EMA20_H6_10pct_zscore,Unknown strategy on H6,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H6', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
936,unknown,MeanRev_EMA20_H8_2pct_zscore,Unknown strategy on H8,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
937,unknown,MeanRev_EMA20_H8_3pct_zscore,Unknown strategy on H8,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
938,unknown,MeanRev_EMA20_H8_5pct_zscore,Unknown strategy on H8,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
939,unknown,MeanRev_EMA20_H8_8pct_zscore,Unknown strategy on H8,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
940,unknown,MeanRev_EMA20_H8_10pct_zscore,Unknown strategy on H8,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H8', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
941,unknown,MeanRev_EMA20_H12_2pct_zscore,Unknown strategy on H12,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
942,unknown,MeanRev_EMA20_H12_3pct_zscore,Unknown strategy on H12,,,-10.127762330610466,-0.9999995861372385,0.5057935262016895,1.0056227523070222,6693,-3.949946185617572,"{'ma_type': 'EMA', 'ma_period': 20, 'timeframe': 'H12', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
